"author fan count","original message","original message sentiment","original message received timestamp","response timestamp","response time (minutes)"
"","hey","neutral","2022-06-13 16:32:58","2022-06-13 16:33:27","0"
"","hey","neutral","2022-06-13 16:32:58","2022-06-13 16:33:27","0"
"","hey","neutral","2022-06-13 16:32:58","2022-06-13 16:33:28","0"
"","hey","neutral","2022-06-13 16:32:58","2022-06-13 16:33:28","0"
"","hey","neutral","2022-06-13 16:32:58","2022-06-13 16:33:29","0"
"","hey","neutral","2022-06-13 16:32:58","2022-06-13 16:33:29","0"
"","hey","neutral","2022-06-13 16:32:58","2022-06-13 16:33:30","0"
"","hey","neutral","2022-06-13 16:32:58","2022-06-13 16:33:30","0"
"","hey","neutral","2022-06-13 16:32:58","2022-06-13 16:33:30","0"
"","Working hours","positive","2022-06-13 16:33:23","2022-06-13 16:33:25","0"
"","Working hours","positive","2022-06-13 16:33:23","2022-06-13 16:33:33","0"
"","Working hours","positive","2022-06-13 16:33:23","2022-06-13 16:33:34","0"
"","Working hours","positive","2022-06-13 16:33:23","2022-06-13 16:33:34","0"
"","Working hours","positive","2022-06-13 16:33:23","2022-06-13 16:33:35","0"
"","Working hours","positive","2022-06-13 16:33:23","2022-06-13 16:33:38","0"
"","Working hours","positive","2022-06-13 16:33:23","2022-06-13 16:33:40","0"
"","Working hours","positive","2022-06-13 16:33:23","2022-06-13 16:33:41","0"
"","Working hours","positive","2022-06-13 16:33:23","2022-06-13 16:33:42","0"
"","Working hours","positive","2022-06-13 16:33:23","2022-06-13 16:33:43","0"
"","Working hours","positive","2022-06-13 16:33:23","2022-06-13 16:33:43","0"
"","Working hours","positive","2022-06-13 16:33:23","2022-06-13 16:33:31","0"
"","Working hours","positive","2022-06-13 16:33:23","2022-06-13 16:33:31","0"
"","coffee","neutral","2022-06-13 16:33:30","2022-06-13 16:33:32","0"
"","coffee","neutral","2022-06-13 16:33:30","2022-06-23 07:51:47","13878"
"","coffee","neutral","2022-06-13 16:33:30","2022-06-23 07:51:47","13878"
"","coffee","neutral","2022-06-13 16:33:30","2022-06-23 07:51:47","13878"
"","coffee","neutral","2022-06-13 16:33:30","2022-06-23 07:51:47","13878"
"","coffee","neutral","2022-06-13 16:33:30","2022-06-23 07:51:47","13878"
"","coffee","neutral","2022-06-13 16:33:30","2022-06-23 07:51:47","13878"
"","coffee","neutral","2022-06-13 16:33:30","2022-06-23 07:51:47","13878"
"","coffee","neutral","2022-06-13 16:33:30","2022-06-23 07:51:47","13878"
"","coffee","neutral","2022-06-13 16:33:30","2022-06-23 07:51:47","13878"
"","coffee","neutral","2022-06-13 16:33:30","2022-06-23 07:50:27","13876"
"","coffee","neutral","2022-06-13 16:33:30","2022-06-23 07:51:47","13878"
"","coffee","neutral","2022-06-13 16:33:30","2022-06-13 16:33:44","0"
"","coffee","neutral","2022-06-13 16:33:30","2022-06-23 07:51:47","13878"
"","coffee","neutral","2022-06-13 16:33:30","2022-06-16 15:38:44","4265"
"","hey","neutral","2022-06-02 16:01:54","2022-06-16 15:38:45","20136"
"","Topic-28thFeb","neutral","2022-05-23 15:32:30","2022-06-16 15:38:47","34566"
"","coffee","neutral","2022-05-02 16:51:16","2022-06-16 15:38:49","64727"
"","Working hours","positive","2022-04-18 16:33:33","2022-06-16 15:38:50","84905"
"","Hello","neutral","2022-04-04 15:49:03","2022-06-16 15:38:52","105109"
"","Working hours","positive","2022-03-28 15:12:53","2022-06-16 15:38:54","115226"
"","what time are you open ?","neutral","2022-03-21 16:56:30","2022-06-16 15:38:55","125202"
"","what time ?","neutral","2022-03-14 16:48:16","2022-06-16 15:38:57","135290"
"","time","neutral","2022-03-03 17:04:24","2022-06-16 15:38:58","151114"
"","time","neutral","2022-02-28 17:08:20","2022-06-16 15:38:59","155430"
"","time","neutral","2022-02-04 12:04:19","2022-06-16 15:39:00","190294"
"","time","neutral","2022-02-04 11:35:17","2022-06-16 15:39:01","190323"
"","hi","neutral","2021-10-27 15:37:02","2022-06-23 15:47:19","344170"
"","Cool glasses","positive","2021-10-28 08:04:16","",""
"","edit checked","neutral","2021-12-17 04:51:25","",""
"","Good post","positive","2022-02-14 17:24:49","",""
"","hey","neutral","2022-06-23 15:47:09","2022-06-23 15:47:13","0"
"","hey","neutral","2022-06-23 15:47:09","2022-06-23 15:47:18","0"
"","hey","neutral","2022-06-23 15:47:09","2022-06-23 15:47:19","0"
"","hey","neutral","2022-06-23 15:47:09","2022-06-23 15:47:19","0"
"","hey","neutral","2022-06-23 15:47:09","2022-06-23 15:47:20","0"
"","hey","neutral","2022-06-23 15:47:09","2022-06-23 15:47:16","0"
"","hey","neutral","2022-06-23 15:47:09","2022-06-23 15:47:17","0"
"","Topic-28thFeb","neutral","2022-06-23 15:47:15","2022-06-23 15:47:18","0"
"","Topic-28thFeb","neutral","2022-06-23 15:47:15","2022-06-23 15:47:22","0"
"","Topic-28thFeb","neutral","2022-06-23 15:47:15","2022-06-23 15:47:22","0"
"","Topic-28thFeb","neutral","2022-06-23 15:47:15","2022-06-23 15:47:22","0"
"","Topic-28thFeb","neutral","2022-06-23 15:47:15","2022-06-23 15:47:22","0"
"","Topic-28thFeb","neutral","2022-06-23 15:47:15","2022-06-23 15:47:23","0"
"","Topic-28thFeb","neutral","2022-06-23 15:47:15","2022-06-23 15:47:23","0"
"","Topic-28thFeb","neutral","2022-06-23 15:47:15","2022-06-23 15:47:23","0"
"","Topic-28thFeb","neutral","2022-06-23 15:47:15","2022-06-23 15:47:24","0"
"","Topic-28thFeb","neutral","2022-06-23 15:47:15","2022-06-23 15:47:25","0"
"","Topic-28thFeb","neutral","2022-06-23 15:47:15","2022-06-23 15:47:24","0"
"","Topic-28thFeb","neutral","2022-06-23 15:47:15","2022-06-23 15:47:25","0"
"","Topic-28thFeb","neutral","2022-06-23 15:47:15","2022-06-23 15:47:25","0"
"","Topic-28thFeb","neutral","2022-06-23 15:47:15","2022-06-23 15:47:26","0"
"","Working hours","positive","2022-06-23 15:47:21","2022-06-23 15:47:22","0"
"","Working hours","positive","2022-06-23 15:47:21","2022-06-23 15:47:38","0"
"","Working hours","positive","2022-06-23 15:47:21","2022-06-23 15:47:39","0"
"","Working hours","positive","2022-06-23 15:47:21","2022-06-23 15:47:33","0"
"","Working hours","positive","2022-06-23 15:47:21","2022-06-23 15:47:40","0"
"","Working hours","positive","2022-06-23 15:47:21","2022-06-23 15:47:40","0"
"","Working hours","positive","2022-06-23 15:47:21","2022-06-23 15:47:34","0"
"","Working hours","positive","2022-06-23 15:47:21","2022-06-23 15:47:41","0"
"","Working hours","positive","2022-06-23 15:47:21","2022-06-23 15:47:42","0"
"","Working hours","positive","2022-06-23 15:47:21","2022-06-23 15:47:35","0"
"","Working hours","positive","2022-06-23 15:47:21","2022-06-23 15:47:42","0"
"","Working hours","positive","2022-06-23 15:47:21","2022-06-23 15:47:36","0"
"","Working hours","positive","2022-06-23 15:47:21","2022-06-23 15:47:36","0"
"","Working hours","positive","2022-06-23 15:47:21","2022-06-23 15:47:37","0"
"","coffee","neutral","2022-06-23 15:47:31","2022-06-23 15:48:32","1"
"","coffee","neutral","2022-06-23 15:47:31","2022-06-23 15:47:42","0"
"","coffee","neutral","2022-06-23 15:47:31","2022-06-23 15:47:43","0"
"","coffee","neutral","2022-06-23 15:47:31","2022-06-23 15:47:43","0"
"","coffee","neutral","2022-06-23 15:47:31","2022-06-23 15:47:44","0"
"","coffee","neutral","2022-06-23 15:47:31","2022-06-23 15:47:45","0"
"","coffee","neutral","2022-06-23 15:47:31","2022-06-23 15:47:45","0"
"","coffee","neutral","2022-06-23 15:47:31","2022-06-23 15:47:46","0"
"","coffee","neutral","2022-06-23 15:47:31","2022-06-23 15:47:46","0"
"","coffee","neutral","2022-06-23 15:47:31","2022-06-23 15:47:47","0"
"","mocha","neutral","2022-06-23 15:47:39","2022-06-23 15:47:41","0"
"","mocha","positive","2022-06-23 15:47:39","2022-06-30 16:06:25","10098"
"","mocha","neutral","2022-06-23 15:47:39","2022-06-30 16:06:32","10098"
"","mocha","positive","2022-06-23 15:47:39","2022-06-30 16:06:33","10098"
"","mocha","neutral","2022-06-23 15:47:39","2022-06-30 16:06:25","10098"
"","mocha","neutral","2022-06-23 15:47:39","2022-06-30 16:06:33","10098"
"","mocha","neutral","2022-06-23 15:47:39","2022-06-30 16:06:27","10098"
"","mocha","negative","2022-06-23 15:47:39","2022-06-30 16:06:27","10098"
"","mocha","neutral","2022-06-23 15:47:39","2022-06-23 15:47:44","0"
"","mocha","neutral","2022-06-23 15:47:39","2022-06-30 16:06:28","10098"
"","mocha","positive","2022-06-23 15:47:39","2022-06-30 16:06:29","10098"
"","mocha","neutral","2022-06-23 15:47:39","2022-06-30 16:06:29","10098"
"","mocha","neutral","2022-06-23 15:47:39","2022-06-30 16:06:30","10098"
"","mocha","neutral","2022-06-23 15:47:39","2022-06-30 16:06:31","10098"
"","mocha","positive","2022-06-23 15:47:39","2022-06-30 16:06:31","10098"
"","mocha","negative","2022-06-23 15:47:39","2022-06-24 06:59:50","912"
"","coffee","neutral","2022-06-09 16:18:57","2022-06-24 06:59:51","21040"
"","coffee","neutral","2022-05-31 12:06:17","2022-06-24 06:59:52","34253"
"","hey","neutral","2022-05-12 16:06:50","2022-06-24 06:59:53","61373"
"","im sleepy please give me   coffee","neutral","2022-04-25 17:50:42","2022-06-24 06:59:53","85749"
"","Thank you","neutral","2022-04-11 16:29:14","2022-06-24 06:59:54","105990"
"","Hello","neutral","2022-04-04 15:48:22","2022-06-24 06:59:55","116111"
"","Working hours","positive","2022-03-24 07:02:15","2022-06-24 06:59:56","132477"
"","bot14","neutral","2022-03-21 16:31:55","2022-06-24 06:59:57","136228"
"","hello","neutral","2022-03-08 11:22:02","2022-06-24 06:59:58","155257"
"","time","neutral","2022-02-28 17:16:02","2022-06-24 06:59:59","166423"
"","time","neutral","2022-02-04 12:04:19","2022-06-24 07:00:00","201295"
"","hi","neutral","2021-10-28 09:49:43","2022-06-30 16:06:34","353176"
"","Cool glasses","positive","2021-10-28 08:04:16","",""
"","edit checked","neutral","2021-12-17 04:51:25","",""
"","Good post","positive","2022-02-14 17:24:49","",""
"","hello","neutral","2022-06-30 16:06:23","2022-06-30 16:06:27","0"
"","hello","neutral","2022-06-30 16:06:23","2022-06-30 16:06:35","0"
"","hello","neutral","2022-06-30 16:06:23","2022-06-30 16:06:36","0"
"","hello","neutral","2022-06-30 16:06:23","2022-06-30 16:06:36","0"
"","hello","neutral","2022-06-30 16:06:23","2022-06-30 16:06:37","0"
"","hello","neutral","2022-06-30 16:06:23","2022-06-30 16:06:37","0"
"","hello","neutral","2022-06-30 16:06:23","2022-06-30 16:06:38","0"
"","hello","neutral","2022-06-30 16:06:23","2022-06-30 16:06:38","0"
"","hello","neutral","2022-06-30 16:06:23","2022-06-30 16:06:39","0"
"","hello","neutral","2022-06-30 16:06:23","2022-06-30 16:06:39","0"
"","hello","neutral","2022-06-30 16:06:23","2022-06-30 16:06:33","0"
"","hello","neutral","2022-06-30 16:06:23","2022-06-30 16:06:33","0"
"","hello","neutral","2022-06-30 16:06:23","2022-06-30 16:06:41","0"
"","Working hours","positive","2022-06-30 16:06:32","2022-06-30 16:06:34","0"
"","Working hours","positive","2022-06-30 16:06:32","2022-06-30 16:06:40","0"
"","Working hours","positive","2022-06-30 16:06:32","2022-06-30 16:06:40","0"
"","Working hours","positive","2022-06-30 16:06:32","2022-06-30 16:06:41","0"
"","Working hours","positive","2022-06-30 16:06:32","2022-06-30 16:06:38","0"
"","Working hours","positive","2022-06-30 16:06:32","2022-06-30 16:06:42","0"
"","Working hours","positive","2022-06-30 16:06:32","2022-06-30 16:06:37","0"
"","Working hours","positive","2022-06-30 16:06:32","2022-06-30 16:06:37","0"
"","Working hours","positive","2022-06-30 16:06:32","2022-06-30 16:06:37","0"
"","Working hours","positive","2022-06-30 16:06:36","2022-07-06 05:53:41","8027"
"","Working hours","positive","2022-06-30 16:06:36","2022-07-06 05:53:41","8027"
"","Working hours","positive","2022-06-30 16:06:36","2022-07-06 05:53:41","8027"
"","Working hours","positive","2022-06-30 16:06:36","2022-07-06 05:53:41","8027"
"","Working hours","positive","2022-06-30 16:06:36","2022-07-06 05:53:41","8027"
"","Working hours","positive","2022-06-30 16:06:36","2022-07-06 05:53:41","8027"
"","Working hours","positive","2022-06-30 16:06:36","2022-07-06 05:53:41","8027"
"","Working hours","positive","2022-06-30 16:06:36","2022-07-06 05:53:41","8027"
"","Working hours","positive","2022-06-30 16:06:36","2022-07-06 05:53:41","8027"
"","Working hours","positive","2022-06-30 16:06:36","2022-07-06 05:53:41","8027"
"","Working hours","positive","2022-06-30 16:06:36","2022-07-06 05:53:41","8027"
"","Working hours","positive","2022-06-30 16:06:36","2022-07-06 05:53:41","8027"
"","Working hours","positive","2022-06-30 16:06:36","2022-07-06 05:53:41","8027"
"","Working hours","positive","2022-06-30 16:06:36","2022-07-06 05:53:41","8027"
"","Working hours","positive","2022-06-30 16:06:36","2022-07-06 05:53:41","8027"
"","Working hours","positive","2022-06-13 16:33:23","2022-07-06 11:38:55","32825"
"","coffee","neutral","2022-06-01 12:00:21","2022-07-06 11:38:56","50378"
"","hey","neutral","2022-05-23 15:32:25","2022-07-06 11:38:57","63126"
"","Topic-28thFeb","neutral","2022-05-02 16:47:11","2022-07-06 11:38:58","93291"
"","Working hours","positive","2022-04-18 16:33:30","2022-07-06 11:38:59","113465"
"","time","neutral","2022-04-04 15:48:52","2022-07-06 11:38:59","133670"
"","Topic-28thFeb","neutral","2022-03-28 15:12:45","2022-07-06 11:39:01","143786"
"","Time","neutral","2022-03-21 16:49:11","2022-07-06 11:39:01","153769"
"","Topic-28thFeb","neutral","2022-03-14 16:47:52","2022-07-06 11:39:02","163851"
"","Working hours","positive","2022-03-03 17:04:12","2022-07-06 11:39:03","179674"
"","working hours","neutral","2022-02-17 16:57:31","2022-07-06 11:39:04","199841"
"","time","neutral","2022-02-04 12:04:19","2022-07-06 11:39:05","218854"
"","Working hours","positive","2022-02-04 08:20:10","2022-07-06 11:39:06","219078"
"","hello","neutral","2021-10-26 13:52:02","2022-07-07 17:30:45","365978"
"","hey","neutral","2022-07-07 17:30:42","2022-07-07 17:30:45","0"
"","hey","neutral","2022-07-07 17:30:42","2022-07-07 17:31:01","0"
"","hey","neutral","2022-07-07 17:30:42","2022-07-07 17:30:54","0"
"","hey","neutral","2022-07-07 17:30:42","2022-07-07 17:31:02","0"
"","hey","neutral","2022-07-07 17:30:42","2022-07-07 17:30:55","0"
"","hey","neutral","2022-07-07 17:30:42","2022-07-07 17:31:02","0"
"","hey","neutral","2022-07-07 17:30:42","2022-07-07 17:30:56","0"
"","hey","neutral","2022-07-07 17:30:42","2022-07-07 17:31:03","0"
"","hey","neutral","2022-07-07 17:30:42","2022-07-07 17:30:57","0"
"","hey","neutral","2022-07-07 17:30:42","2022-07-07 17:31:04","0"
"","hey","neutral","2022-07-07 17:30:42","2022-07-07 17:30:58","0"
"","hey","neutral","2022-07-07 17:30:42","2022-07-07 17:31:05","0"
"","hey","neutral","2022-07-07 17:30:42","2022-07-07 17:30:58","0"
"","hey","neutral","2022-07-07 17:30:42","2022-07-07 17:30:59","0"
"","hey","neutral","2022-07-07 17:30:42","2022-07-07 17:31:06","0"
"","coffee","neutral","2022-07-07 17:30:53","2022-07-07 17:31:02","0"
"","coffee","neutral","2022-07-07 17:30:53","2022-07-07 17:31:02","0"
"","coffee","neutral","2022-07-07 17:30:53","2022-07-07 17:31:04","0"
"","coffee","neutral","2022-07-07 17:30:53","2022-07-07 17:31:05","0"
"","coffee","neutral","2022-07-07 17:30:53","2022-07-07 17:31:06","0"
"","coffee","neutral","2022-07-07 17:30:53","2022-07-07 17:31:07","0"
"","coffee","neutral","2022-07-07 17:30:53","2022-07-07 17:31:00","0"
"","coffee","neutral","2022-07-07 17:30:53","2022-07-07 17:31:08","0"
"","coffee","neutral","2022-07-07 17:30:53","2022-07-07 17:31:01","0"
"","coffee","neutral","2022-07-07 17:31:00","2022-07-12 11:24:48","6833"
"","coffee","neutral","2022-07-07 17:31:00","2022-07-12 11:24:48","6833"
"","coffee","neutral","2022-07-07 17:31:00","2022-07-12 11:24:44","6833"
"","coffee","neutral","2022-07-07 17:31:00","2022-07-12 11:24:48","6833"
"","coffee","neutral","2022-07-07 17:31:00","2022-07-12 11:24:44","6833"
"","coffee","neutral","2022-07-07 17:31:00","2022-07-12 11:24:49","6833"
"","coffee","neutral","2022-07-07 17:31:00","2022-07-12 11:24:49","6833"
"","coffee","neutral","2022-07-07 17:31:00","2022-07-08 10:35:36","1024"
"","coffee","neutral","2022-07-07 17:31:00","2022-07-12 11:24:50","6833"
"","coffee","neutral","2022-07-07 17:31:00","2022-07-12 11:24:46","6833"
"","coffee","neutral","2022-07-07 17:31:00","2022-07-12 11:24:50","6833"
"","coffee","neutral","2022-07-07 17:31:00","2022-07-12 11:24:46","6833"
"","coffee","neutral","2022-07-07 17:31:00","2022-07-12 11:24:51","6833"
"","coffee","neutral","2022-07-07 17:31:00","2022-07-12 11:24:47","6833"
"","coffee","neutral","2022-07-07 17:31:00","2022-07-12 11:24:47","6833"
"","hey","neutral","2022-06-23 15:47:09","2022-07-08 10:35:37","21288"
"","hey","neutral","2022-06-02 16:01:54","2022-07-08 10:35:38","51513"
"","coffee","neutral","2022-05-23 15:32:36","2022-07-08 10:35:39","65943"
"","Hello","neutral","2022-05-09 16:03:37","2022-07-08 10:35:40","86072"
"","coffee","neutral","2022-04-18 16:33:42","2022-07-08 10:35:40","116281"
"","Hello","neutral","2022-04-11 16:27:47","2022-07-08 10:35:41","126367"
"","thank you","neutral","2022-03-28 15:13:03","2022-07-08 10:35:42","146602"
"","hello","neutral","2022-03-21 16:58:21","2022-07-08 10:35:43","156577"
"","help","neutral","2022-03-21 16:09:15","2022-07-08 10:35:44","156626"
"","hey","neutral","2022-03-03 17:06:50","2022-07-08 10:35:45","182488"
"","help","neutral","2022-02-28 17:08:41","2022-07-08 10:35:46","186807"
"","time","neutral","2022-02-04 12:04:19","2022-07-08 10:35:47","221671"
"","working hours","neutral","2022-02-04 12:04:10","2022-07-08 10:35:47","221671"
"","hi","neutral","2021-10-27 15:37:02","2022-07-08 10:35:51","365458"
"","hey","neutral","2022-06-23 15:47:09","2022-07-08 10:35:52","21288"
"","hey","neutral","2022-06-02 16:01:54","2022-07-08 10:35:53","51513"
"","coffee","neutral","2022-05-23 15:32:36","2022-07-08 10:35:55","65943"
"","Hello","neutral","2022-05-09 16:03:37","2022-07-08 10:35:56","86072"
"","coffee","neutral","2022-04-18 16:33:42","2022-07-08 10:35:57","116282"
"","Hello","neutral","2022-04-11 16:27:47","2022-07-08 10:35:59","126368"
"","thank you","neutral","2022-03-28 15:13:03","2022-07-08 10:36:00","146602"
"","hello","neutral","2022-03-21 16:58:21","2022-07-08 10:36:01","156577"
"","help","neutral","2022-03-21 16:09:15","2022-07-08 10:36:03","156626"
"","hey","neutral","2022-03-03 17:06:50","2022-07-08 10:36:04","182489"
"","help","neutral","2022-02-28 17:08:41","2022-07-08 10:36:05","186807"
"","time","neutral","2022-02-04 12:04:19","2022-07-08 10:36:06","221671"
"","working hours","neutral","2022-02-04 12:04:10","2022-07-08 10:36:08","221671"
"","hi","neutral","2021-10-27 15:37:02","2022-07-12 11:20:29","371263"
"","coffee","neutral","2022-07-07 17:31:00","2022-07-11 15:30:43","5639"
"","hey","neutral","2022-06-23 15:47:09","2022-07-11 15:30:44","25903"
"","hey","neutral","2022-06-02 16:01:54","2022-07-11 15:30:45","56128"
"","coffee","neutral","2022-05-23 15:32:36","2022-07-11 15:30:47","70558"
"","Hello","neutral","2022-05-09 16:03:37","2022-07-11 15:30:48","90687"
"","coffee","neutral","2022-04-18 16:33:42","2022-07-11 15:30:48","120897"
"","Hello","neutral","2022-04-11 16:27:47","2022-07-11 15:30:49","130983"
"","thank you","neutral","2022-03-28 15:13:03","2022-07-11 15:30:50","151217"
"","hello","neutral","2022-03-21 16:58:21","2022-07-11 15:30:51","161192"
"","help","neutral","2022-03-21 16:09:15","2022-07-11 15:30:52","161241"
"","hey","neutral","2022-03-03 17:06:50","2022-07-11 15:30:53","187104"
"","help","neutral","2022-02-28 17:08:41","2022-07-11 15:30:53","191422"
"","time","neutral","2022-02-04 12:04:19","2022-07-11 15:30:54","226286"
"","working hours","neutral","2022-02-04 12:04:10","2022-07-11 15:30:55","226286"
"","hi","neutral","2021-10-27 15:37:02","2022-07-12 11:24:52","371267"
"","Cool glasses","positive","2021-10-28 08:04:16","",""
"","edit checked","neutral","2021-12-17 04:51:25","",""
"","Good post","positive","2022-02-14 17:24:49","",""
"","hey","neutral","2022-06-23 15:47:09","2022-07-12 11:20:30","27093"
"","hey","neutral","2022-06-02 16:01:54","2022-07-12 11:20:31","57318"
"","coffee","neutral","2022-05-23 15:32:36","2022-07-12 11:20:32","71747"
"","Hello","neutral","2022-05-09 16:03:37","2022-07-12 11:20:34","91876"
"","coffee","neutral","2022-04-18 16:33:42","2022-07-12 11:20:35","122086"
"","Hello","neutral","2022-04-11 16:27:47","2022-07-12 11:20:36","132172"
"","thank you","neutral","2022-03-28 15:13:03","2022-07-12 11:20:38","152407"
"","hello","neutral","2022-03-21 16:58:21","2022-07-12 11:20:39","162382"
"","help","neutral","2022-03-21 16:09:15","2022-07-12 11:20:41","162431"
"","hey","neutral","2022-03-03 17:06:50","2022-07-12 11:20:42","188293"
"","help","neutral","2022-02-28 17:08:41","2022-07-12 11:20:43","192612"
"","time","neutral","2022-02-04 12:04:19","2022-07-12 11:20:45","227476"
"","working hours","neutral","2022-02-04 12:04:10","2022-07-12 11:20:46","227476"
"","hi","neutral","2021-10-27 15:37:02","2022-07-12 11:24:45","371267"
"","hey","neutral","2022-07-12 11:24:42","2022-07-12 11:24:45","0"
"","hey","neutral","2022-07-12 11:24:42","2022-07-12 11:24:53","0"
"","hey","neutral","2022-07-12 11:24:42","2022-07-12 11:24:54","0"
"","hey","neutral","2022-07-12 11:24:42","2022-07-12 11:24:54","0"
"","hey","neutral","2022-07-12 11:24:42","2022-07-12 11:24:54","0"
"","hey","neutral","2022-07-12 11:24:42","2022-07-12 11:24:55","0"
"","hey","neutral","2022-07-12 11:24:42","2022-07-12 11:24:55","0"
"","hey","neutral","2022-07-12 11:24:42","2022-07-12 11:24:55","0"
"","hey","neutral","2022-07-12 11:24:42","2022-07-12 11:24:56","0"
"","hey","neutral","2022-07-12 11:24:42","2022-07-12 11:24:56","0"
"","hey","neutral","2022-07-12 11:24:42","2022-07-12 11:24:57","0"
"","hey","neutral","2022-07-12 11:24:42","2022-07-12 11:24:57","0"
"","hey","neutral","2022-07-12 11:24:42","2022-07-12 11:24:57","0"
"","hey","neutral","2022-07-12 11:24:42","2022-07-12 11:24:51","0"
"","hey","neutral","2022-07-12 11:24:42","2022-07-12 11:24:51","0"
"","Working hours","positive","2022-07-12 11:24:50","2022-07-14 07:30:53","2646"
"","Working hours","positive","2022-07-12 11:24:50","2022-07-13 12:00:57","1476"
"","Working hours","positive","2022-07-12 11:24:50","2022-07-13 12:00:57","1476"
"","Working hours","positive","2022-07-12 11:24:50","2022-07-13 12:00:57","1476"
"","Working hours","positive","2022-07-12 11:24:50","2022-07-13 12:00:57","1476"
"","Working hours","positive","2022-07-12 11:24:50","2022-07-14 16:25:25","3180"
"","Working hours","positive","2022-07-12 11:24:50","2022-07-13 12:00:57","1476"
"","Working hours","positive","2022-07-12 11:24:50","2022-07-13 12:00:57","1476"
"","Working hours","positive","2022-07-12 11:24:50","2022-07-13 12:00:57","1476"
"","Working hours","positive","2022-07-12 11:24:50","2022-07-13 12:00:57","1476"
"","Working hours","positive","2022-07-12 11:24:50","2022-07-13 12:00:57","1476"
"","Working hours","positive","2022-07-12 11:24:50","2022-07-13 12:00:57","1476"
"","Working hours","positive","2022-07-12 11:24:50","2022-07-13 12:00:57","1476"
"","Working hours","positive","2022-07-12 11:24:50","2022-07-13 12:00:57","1476"
"","Working hours","positive","2022-07-12 11:24:50","2022-07-13 12:00:57","1476"
"","Working hours","positive","2022-07-12 11:24:50","2022-07-14 11:40:42","2895"
"","hey","neutral","2022-07-14 16:25:22","2022-07-14 16:25:26","0"
"","hey","neutral","2022-07-14 16:25:22","2022-07-14 16:25:34","0"
"","hey","neutral","2022-07-14 16:25:22","2022-07-14 16:25:34","0"
"","hey","neutral","2022-07-14 16:25:22","2022-07-14 16:25:34","0"
"","hey","neutral","2022-07-14 16:25:22","2022-07-14 16:25:35","0"
"","hey","neutral","2022-07-14 16:25:22","2022-07-14 16:25:35","0"
"","hey","neutral","2022-07-14 16:25:22","2022-07-14 16:25:36","0"
"","hey","neutral","2022-07-14 16:25:22","2022-07-14 16:25:37","0"
"","hey","neutral","2022-07-14 16:25:22","2022-07-14 16:25:38","0"
"","hey","neutral","2022-07-14 16:25:22","2022-07-14 16:25:34","0"
"","hey","neutral","2022-07-14 16:25:22","2022-07-14 16:25:34","0"
"","hey","neutral","2022-07-14 16:25:22","2022-07-14 16:25:34","0"
"","hey","neutral","2022-07-14 16:25:22","2022-07-14 16:25:34","0"
"","hey","neutral","2022-07-14 16:25:22","2022-07-14 16:25:34","0"
"","Topic-28thFeb","neutral","2022-07-14 16:25:30","2022-07-14 16:25:35","0"
"","hey","neutral","2022-07-14 16:25:22","2022-07-14 16:25:34","0"
"","Topic-28thFeb","neutral","2022-07-14 16:25:30","2022-07-14 16:25:35","0"
"","Topic-28thFeb","neutral","2022-07-14 16:25:30","2022-07-14 16:25:35","0"
"","Topic-28thFeb","neutral","2022-07-14 16:25:30","2022-07-14 16:25:35","0"
"","Topic-28thFeb","neutral","2022-07-14 16:25:30","2022-07-14 16:25:37","0"
"","Topic-28thFeb","neutral","2022-07-14 16:25:30","2022-07-14 16:25:38","0"
"","Topic-28thFeb","neutral","2022-07-14 16:25:30","2022-07-14 16:25:38","0"
"","Topic-28thFeb","neutral","2022-07-14 16:25:30","2022-07-14 16:25:39","0"
"","Topic-28thFeb","neutral","2022-07-14 16:25:30","2022-07-14 16:25:37","0"
"","Topic-28thFeb","neutral","2022-07-14 16:25:30","2022-07-14 16:25:37","0"
"","Topic-28thFeb","neutral","2022-07-14 16:25:30","2022-07-14 16:25:39","0"
"","Topic-28thFeb","neutral","2022-07-14 16:25:30","2022-07-14 16:25:37","0"
"","Topic-28thFeb","neutral","2022-07-14 16:25:30","2022-07-14 16:25:36","0"
"","Topic-28thFeb","neutral","2022-07-14 16:25:30","2022-07-14 16:25:36","0"
"","Topic-28thFeb","neutral","2022-07-14 16:25:30","2022-07-14 16:25:38","0"
"","Topic-28thFeb","neutral","2022-07-14 16:25:30","2022-07-14 16:25:39","0"
"","Topic-28thFeb","neutral","2022-07-14 16:25:30","2022-07-14 16:25:37","0"
"","Topic-28thFeb","neutral","2022-07-14 16:25:30","2022-07-14 16:25:36","0"
"","Working hours","positive","2022-07-14 16:25:35","2022-07-14 16:25:58","0"
"","Working hours","positive","2022-07-14 16:25:35","2022-07-14 16:25:59","0"
"","Working hours","positive","2022-07-14 16:25:35","2022-07-14 16:25:36","0"
"","Working hours","positive","2022-07-14 16:25:35","2022-07-14 16:25:54","0"
"","Working hours","positive","2022-07-14 16:25:35","2022-07-14 16:25:53","0"
"","Working hours","positive","2022-07-14 16:25:35","2022-07-14 16:26:00","0"
"","Working hours","positive","2022-07-14 16:25:35","2022-07-14 16:25:50","0"
"","Working hours","positive","2022-07-14 16:25:35","2022-07-14 16:25:57","0"
"","Working hours","positive","2022-07-14 16:25:35","2022-07-14 16:25:55","0"
"","Working hours","positive","2022-07-14 16:25:35","2022-07-14 16:25:55","0"
"","Working hours","positive","2022-07-14 16:25:35","2022-07-14 16:25:51","0"
