"author fan count","original message","original message sentiment","original message received timestamp","response timestamp","response time (minutes)"
"","smoke","neutral","2022-08-25 18:51:20","2022-08-25 18:52:02","0"
"","smoke","neutral","2022-08-25 18:51:20","2022-08-25 18:52:03","0"
"","smoke","neutral","2022-08-25 18:51:20","2022-08-25 18:52:03","0"
"","smoke","neutral","2022-08-25 18:51:20","2022-08-25 18:52:04","0"
"","smoke","neutral","2022-08-25 18:51:20","2022-08-25 18:52:05","0"
"","smoke","neutral","2022-08-25 18:51:20","2022-08-25 18:52:05","0"
"","testing","neutral","2022-08-25 18:51:52","2022-08-25 18:51:54","0"
"","testing","neutral","2022-08-25 18:51:52","2022-08-25 18:52:08","0"
"","testing","neutral","2022-08-25 18:51:52","2022-08-25 18:52:09","0"
"","testing","neutral","2022-08-25 18:51:52","2022-08-25 18:52:10","0"
"","testing","neutral","2022-08-25 18:51:52","2022-08-25 18:52:11","0"
"","testing","neutral","2022-08-25 18:51:52","2022-08-25 18:52:11","0"
"","testing","neutral","2022-08-25 18:51:52","2022-08-25 18:52:12","0"
"","testing","neutral","2022-08-25 18:51:52","2022-08-25 18:52:13","0"
"","testing","neutral","2022-08-25 18:51:52","2022-08-25 18:52:13","0"
"","testing","neutral","2022-08-25 18:51:52","2022-08-25 18:52:14","0"
"","testing","neutral","2022-08-25 18:51:52","2022-08-25 18:52:14","0"
"","testing","neutral","2022-08-25 18:51:52","2022-08-25 18:52:15","0"
"","testing","neutral","2022-08-25 18:51:52","2022-08-25 18:52:15","0"
"","testing","neutral","2022-08-25 18:51:52","2022-08-25 18:52:16","0"
"","testing","neutral","2022-08-25 18:51:52","2022-08-25 18:52:17","0"
"","testing","neutral","2022-08-25 18:51:52","2022-08-25 18:52:17","0"
"","testing","neutral","2022-08-25 18:51:52","2022-08-25 18:52:18","0"
"","testing","neutral","2022-08-25 18:51:52","2022-08-25 18:52:18","0"
"","testing","neutral","2022-08-25 18:51:52","2022-08-25 18:52:19","0"
"","hi","neutral","2022-08-25 18:52:06","2022-08-25 18:52:13","0"
"","hi","neutral","2022-08-25 18:52:06","2022-08-25 18:52:14","0"
"","hi","neutral","2022-08-25 18:52:06","2022-08-25 18:52:16","0"
"","hi","neutral","2022-08-25 18:52:06","2022-08-25 18:52:16","0"
"","hi","neutral","2022-08-25 18:52:06","2022-08-25 18:52:17","0"
"","hi","neutral","2022-08-25 18:52:06","2022-08-25 18:52:13","0"
"","hi","neutral","2022-08-25 18:52:06","2022-08-25 18:52:13","0"
"","smoke","neutral","2022-08-25 18:52:12","2022-08-25 18:52:18","0"
"","smoke","neutral","2022-08-25 18:52:12","2022-08-25 18:52:37","0"
"","smoke","neutral","2022-08-25 18:52:12","2022-08-25 18:52:38","0"
"","smoke","neutral","2022-08-25 18:52:12","2022-08-25 18:52:37","0"
"","smoke","neutral","2022-08-25 18:52:12","2022-08-25 18:52:33","0"
"","smoke","neutral","2022-08-25 18:52:12","2022-08-25 18:52:39","0"
"","smoke","neutral","2022-08-25 18:52:12","2022-08-25 18:52:34","0"
"","smoke","neutral","2022-08-25 18:52:12","2022-08-25 18:52:40","0"
"","smoke","neutral","2022-08-25 18:52:12","2022-08-25 18:52:40","0"
"","smoke","neutral","2022-08-25 18:52:12","2022-08-25 18:52:35","0"
"","smoke","neutral","2022-08-25 18:52:12","2022-08-25 18:52:41","0"
"","smoke","neutral","2022-08-25 18:52:12","2022-08-25 18:52:35","0"
"","smoke","neutral","2022-08-25 18:52:12","2022-08-25 18:52:42","0"
"","smoke","neutral","2022-08-25 18:52:12","2022-08-25 18:52:42","0"
"","smoke","neutral","2022-08-25 18:52:12","2022-08-25 18:52:18","0"
"","smoke","neutral","2022-08-25 18:52:12","2022-08-25 18:52:43","0"
"","smoke","neutral","2022-08-25 18:52:12","2022-08-25 18:52:36","0"
"","smoke","neutral","2022-08-25 18:52:12","2022-08-25 18:52:44","0"
"","smoke","neutral","2022-08-25 18:52:12","2022-08-25 18:52:44","0"
"","smoke","neutral","2022-08-25 18:52:12","2022-08-25 18:52:45","0"
"","testing","neutral","2022-08-25 18:52:31","2022-08-25 18:52:33","0"
"","testing","neutral","2022-08-25 18:52:31","2022-08-25 18:58:41","6"
"","testing","neutral","2022-08-25 18:52:31","2022-08-25 18:58:43","6"
"","testing","neutral","2022-08-25 18:52:31","2022-08-25 18:58:43","6"
"","testing","neutral","2022-08-25 18:52:31","2022-08-25 18:58:43","6"
"","testing","neutral","2022-08-25 18:52:31","2022-08-25 18:58:44","6"
"","testing","neutral","2022-08-25 18:52:31","2022-08-25 18:58:45","6"
"","testing","neutral","2022-08-25 18:52:31","2022-08-25 18:58:45","6"
"","testing","neutral","2022-08-25 18:52:31","2022-08-25 18:58:46","6"
"","testing","neutral","2022-08-25 18:52:31","2022-08-25 18:52:40","0"
"","testing","neutral","2022-08-25 18:52:31","2022-08-25 18:58:47","6"
"","testing","neutral","2022-08-25 18:52:31","2022-08-25 18:58:47","6"
"","testing","neutral","2022-08-25 18:52:31","2022-08-25 18:58:48","6"
"","testing","neutral","2022-08-25 18:52:31","2022-08-25 18:58:48","6"
"","testing","neutral","2022-08-25 18:52:31","2022-08-25 18:58:49","6"
"","testing","neutral","2022-08-25 18:52:31","2022-08-25 18:58:49","6"
"","testing","neutral","2022-08-25 18:52:31","2022-08-25 18:58:50","6"
"","testing","neutral","2022-08-25 18:52:31","2022-08-25 18:58:50","6"
"","testing","neutral","2022-08-25 18:52:31","2022-08-25 18:58:51","6"
"","testing","neutral","2022-08-25 18:52:31","2022-08-25 18:58:51","6"
"","smoke","neutral","2022-08-25 18:58:39","2022-08-25 18:58:41","0"
"","smoke","neutral","2022-08-25 18:58:39","2022-08-25 18:58:53","0"
"","smoke","neutral","2022-08-25 18:58:39","2022-08-25 18:58:53","0"
"","smoke","neutral","2022-08-25 18:58:39","2022-08-25 18:58:54","0"
"","smoke","neutral","2022-08-25 18:58:39","2022-08-25 18:58:55","0"
"","smoke","neutral","2022-08-25 18:58:39","2022-08-25 18:58:55","0"
"","smoke","neutral","2022-08-25 18:58:39","2022-08-25 18:58:56","0"
"","smoke","neutral","2022-08-25 18:58:39","2022-08-25 18:58:57","0"
"","smoke","neutral","2022-08-25 18:58:39","2022-08-25 18:58:58","0"
"","smoke","neutral","2022-08-25 18:58:39","2022-08-25 18:58:58","0"
"","smoke","neutral","2022-08-25 18:58:39","2022-08-25 18:58:59","0"
"","smoke","neutral","2022-08-25 18:58:39","2022-08-25 18:58:59","0"
"","smoke","neutral","2022-08-25 18:58:39","2022-08-25 18:59:00","0"
"","smoke","neutral","2022-08-25 18:58:39","2022-08-25 18:59:00","0"
"","smoke","neutral","2022-08-25 18:58:39","2022-08-25 18:59:01","0"
"","smoke","neutral","2022-08-25 18:58:39","2022-08-25 18:58:51","0"
"","smoke","neutral","2022-08-25 18:58:39","2022-08-25 18:58:51","0"
"","smoke","neutral","2022-08-25 18:58:39","2022-08-25 18:59:04","0"
"","25 Aug LAtest SMArtb...","neutral","2022-08-25 18:58:50","2022-08-25 18:58:53","0"
"","25 Aug LAtest SMArtb...","neutral","2022-08-25 18:58:50","2022-08-25 18:59:04","0"
"","25 Aug LAtest SMArtb...","neutral","2022-08-25 18:58:50","2022-08-25 18:59:13","0"
"","25 Aug LAtest SMArtb...","neutral","2022-08-25 18:58:50","2022-08-25 18:59:03","0"
"","25 Aug LAtest SMArtb...","neutral","2022-08-25 18:58:50","2022-08-25 18:59:04","0"
"","25 Aug LAtest SMArtb...","neutral","2022-08-25 18:58:50","2022-08-25 18:59:05","0"
"","25 Aug LAtest SMArtb...","neutral","2022-08-25 18:58:50","2022-08-25 18:59:06","0"
"","25 Aug LAtest SMArtb...","neutral","2022-08-25 18:58:50","2022-08-25 18:59:06","0"
"","25 Aug LAtest SMArtb...","neutral","2022-08-25 18:58:50","2022-08-25 18:59:07","0"
"","25 Aug LAtest SMArtb...","neutral","2022-08-25 18:58:50","2022-08-25 18:59:08","0"
"","25 Aug LAtest SMArtb...","neutral","2022-08-25 18:58:50","2022-08-25 18:58:57","0"
"","25 Aug LAtest SMArtb...","neutral","2022-08-25 18:58:50","2022-08-25 18:59:08","0"
"","25 Aug LAtest SMArtb...","neutral","2022-08-25 18:58:50","2022-08-25 18:59:09","0"
"","25 Aug LAtest SMArtb...","neutral","2022-08-25 18:58:50","2022-08-25 18:59:09","0"
"","25 Aug LAtest SMArtb...","neutral","2022-08-25 18:58:50","2022-08-25 18:58:59","0"
"","25 Aug LAtest SMArtb...","neutral","2022-08-25 18:58:50","2022-08-25 18:59:10","0"
"","25 Aug LAtest SMArtb...","neutral","2022-08-25 18:58:50","2022-08-25 18:59:10","0"
"","25 Aug LAtest SMArtb...","neutral","2022-08-25 18:58:50","2022-08-25 18:59:11","0"
"","25 Aug LAtest SMArtb...","neutral","2022-08-25 18:58:50","2022-08-25 18:59:12","0"
"","25 Aug LAtest SMArtb...","neutral","2022-08-25 18:58:50","2022-08-25 18:59:12","0"
"","25 Aug LAtest SMArtb...","neutral","2022-08-25 18:58:50","2022-08-25 18:59:13","0"
"","hi","neutral","2022-08-25 18:59:03","2022-08-25 18:59:04","0"
"","hi","neutral","2022-08-25 18:59:03","2022-08-25 19:01:09","2"
"","hi","neutral","2022-08-25 18:59:03","2022-08-25 19:01:09","2"
"","hi","neutral","2022-08-25 18:59:03","2022-08-25 19:00:58","1"
"","hi","neutral","2022-08-25 18:59:03","2022-08-25 19:00:58","1"
"","hi","neutral","2022-08-25 18:59:03","2022-08-25 19:00:59","1"
"","hi","neutral","2022-08-25 18:59:03","2022-08-25 19:01:00","1"
"","hi","neutral","2022-08-25 18:59:03","2022-08-25 19:01:01","1"
"","hi","neutral","2022-08-25 18:59:03","2022-08-25 19:01:01","1"
"","hi","neutral","2022-08-25 18:59:03","2022-08-25 19:01:02","1"
"","hi","neutral","2022-08-25 18:59:03","2022-08-25 19:01:03","2"
"","hi","neutral","2022-08-25 18:59:03","2022-08-25 19:01:04","2"
"","hi","neutral","2022-08-25 18:59:03","2022-08-25 19:01:04","2"
"","hi","neutral","2022-08-25 18:59:03","2022-08-25 19:01:05","2"
"","hi","neutral","2022-08-25 18:59:03","2022-08-25 19:01:05","2"
"","hi","neutral","2022-08-25 18:59:03","2022-08-25 19:01:06","2"
"","hi","neutral","2022-08-25 18:59:03","2022-08-25 19:01:07","2"
"","hi","neutral","2022-08-25 18:59:03","2022-08-25 19:01:07","2"
"","hi","neutral","2022-08-25 18:59:03","2022-08-25 19:01:08","2"
"","smoke","neutral","2022-08-25 19:00:56","2022-08-25 19:01:00","0"
"","smoke","neutral","2022-08-25 19:00:56","2022-08-25 19:01:53","0"
"","smoke","neutral","2022-08-25 19:00:56","2022-08-25 19:01:54","0"
"","smoke","neutral","2022-08-25 19:00:56","2022-08-25 19:01:54","0"
"","smoke","neutral","2022-08-25 19:00:56","2022-08-25 19:01:55","0"
"","smoke","neutral","2022-08-25 19:00:56","2022-08-25 19:01:55","0"
"","smoke","neutral","2022-08-25 19:00:56","2022-08-25 19:01:56","1"
"","smoke","neutral","2022-08-25 19:00:56","2022-08-25 19:01:56","1"
"","smoke","neutral","2022-08-25 19:00:56","2022-08-25 19:01:57","1"
"","smoke","neutral","2022-08-25 19:00:56","2022-08-25 19:01:58","1"
"","smoke","neutral","2022-08-25 19:00:56","2022-08-25 19:01:58","1"
"","smoke","neutral","2022-08-25 19:00:56","2022-08-25 19:01:58","1"
"","smoke","neutral","2022-08-25 19:00:56","2022-08-25 19:01:59","1"
"","smoke","neutral","2022-08-25 19:00:56","2022-08-25 19:01:59","1"
"","smoke","neutral","2022-08-25 19:00:56","2022-08-25 19:02:00","1"
"","smoke","neutral","2022-08-25 19:00:56","2022-08-25 19:02:01","1"
"","smoke","neutral","2022-08-25 19:00:56","2022-08-25 19:02:01","1"
"","smoke","neutral","2022-08-25 19:00:56","2022-08-25 19:02:01","1"
"","smoke","neutral","2022-08-25 19:00:56","2022-08-25 19:02:02","1"
"","smoke","neutral","2022-08-25 19:01:51","2022-08-25 19:01:54","0"
"","smoke","neutral","2022-08-25 19:01:51","2022-08-25 19:02:39","0"
"","smoke","neutral","2022-08-25 19:01:51","2022-08-25 19:02:40","0"
"","smoke","neutral","2022-08-25 19:01:51","2022-08-25 19:02:40","0"
"","smoke","neutral","2022-08-25 19:01:51","2022-08-25 19:02:41","0"
"","smoke","neutral","2022-08-25 19:01:51","2022-08-25 19:02:41","0"
"","smoke","neutral","2022-08-25 19:01:51","2022-08-25 19:02:42","0"
"","smoke","neutral","2022-08-25 19:01:51","2022-08-25 19:02:42","0"
"","smoke","neutral","2022-08-25 19:01:51","2022-08-25 19:02:43","0"
"","smoke","neutral","2022-08-25 19:01:51","2022-08-25 19:02:43","0"
"","smoke","neutral","2022-08-25 19:01:51","2022-08-25 19:02:44","0"
"","smoke","neutral","2022-08-25 19:01:51","2022-08-25 19:02:44","0"
"","smoke","neutral","2022-08-25 19:01:51","2022-08-25 19:02:45","0"
"","smoke","neutral","2022-08-25 19:01:51","2022-08-25 19:02:45","0"
"","smoke","neutral","2022-08-25 19:01:51","2022-08-25 19:02:45","0"
"","smoke","neutral","2022-08-25 19:01:51","2022-08-25 19:02:46","0"
"","smoke","neutral","2022-08-25 19:01:51","2022-08-25 19:02:46","0"
"","smoke","neutral","2022-08-25 19:01:51","2022-08-25 19:02:47","0"
"","smoke","neutral","2022-08-25 19:01:51","2022-08-25 19:02:47","0"
"","testing","neutral","2022-08-25 19:02:37","2022-08-25 19:02:39","0"
"","testing","neutral","2022-08-25 19:02:37","2022-08-25 19:02:44","0"
"","testing","neutral","2022-08-25 19:02:37","2022-08-25 19:02:46","0"
"","testing","neutral","2022-08-25 19:02:37","2022-08-25 19:02:46","0"
"","testing","neutral","2022-08-25 19:02:37","2022-08-25 19:02:47","0"
"","testing","neutral","2022-08-25 19:02:37","2022-08-25 19:02:47","0"
"","testing","neutral","2022-08-25 19:02:37","2022-08-25 19:02:48","0"
"","testing","neutral","2022-08-25 19:02:37","2022-08-25 19:02:43","0"
"","25 Aug LAtest SMArtb...","neutral","2022-08-25 19:02:42","2022-08-29 04:54:02","4911"
"","25 Aug LAtest SMArtb...","neutral","2022-08-25 19:02:42","2022-08-29 04:54:02","4911"
"","testing","neutral","2022-08-25 19:02:37","2022-08-25 19:02:49","0"
"","25 Aug LAtest SMArtb...","neutral","2022-08-25 19:02:42","2022-08-29 04:54:02","4911"
"","25 Aug LAtest SMArtb...","neutral","2022-08-25 19:02:42","2022-08-29 04:54:02","4911"
"","25 Aug LAtest SMArtb...","neutral","2022-08-25 19:02:42","2022-08-29 04:54:02","4911"
"","25 Aug LAtest SMArtb...","neutral","2022-08-25 19:02:42","2022-08-29 04:54:02","4911"
"","25 Aug LAtest SMArtb...","neutral","2022-08-25 19:02:42","2022-08-29 04:54:02","4911"
"","25 Aug LAtest SMArtb...","neutral","2022-08-25 19:02:42","2022-08-29 04:54:02","4911"
"","25 Aug LAtest SMArtb...","neutral","2022-08-25 19:02:42","2022-08-29 04:54:02","4911"
"","25 Aug LAtest SMArtb...","neutral","2022-08-25 19:02:42","2022-09-05 08:09:52","15187"
"","25 Aug LAtest SMArtb...","neutral","2022-08-25 19:02:42","2022-08-29 04:54:02","4911"
"","25 Aug LAtest SMArtb...","neutral","2022-08-25 19:02:42","2022-08-29 04:54:02","4911"
"","25 Aug LAtest SMArtb...","neutral","2022-08-25 19:02:42","2022-08-29 04:54:02","4911"
"","25 Aug LAtest SMArtb...","neutral","2022-08-25 19:02:42","2022-08-29 04:54:02","4911"
"","25 Aug LAtest SMArtb...","neutral","2022-08-25 19:02:42","2022-08-29 04:54:02","4911"
"","25 Aug LAtest SMArtb...","neutral","2022-08-25 19:02:42","2022-08-29 04:54:02","4911"
"","25 Aug LAtest SMArtb...","neutral","2022-08-25 19:02:42","2022-08-29 04:54:02","4911"
"","25 Aug LAtest SMArtb...","neutral","2022-08-25 19:02:42","2022-08-29 04:54:02","4911"
"","25 Aug LAtest SMArtb...","neutral","2022-08-25 19:02:42","2022-08-29 04:54:02","4911"
"","25 Aug LAtest SMArtb...","neutral","2022-08-25 19:02:42","",""
"","hi","neutral","2022-08-26 04:46:23","2022-08-26 04:46:26","0"
"","hi","neutral","2022-08-26 04:46:23","2022-08-26 07:02:43","136"
"","hi","neutral","2022-08-26 04:46:23","2022-08-26 07:02:43","136"
"","hi","neutral","2022-08-26 04:46:23","2022-08-26 07:02:43","136"
"","hi","neutral","2022-08-26 04:46:23","2022-08-26 07:02:47","136"
"","hi","neutral","2022-08-26 04:46:23","2022-08-26 07:02:47","136"
"","hi","neutral","2022-08-26 04:46:23","2022-08-26 07:02:47","136"
"","hi","neutral","2022-08-26 04:46:23","2022-08-26 07:02:48","136"
"","hi","neutral","2022-08-26 04:46:23","2022-08-26 07:02:48","136"
"","hi","neutral","2022-08-26 04:46:23","2022-08-26 07:02:49","136"
"","hi","neutral","2022-08-26 04:46:23","2022-08-26 07:02:50","136"
"","hi","neutral","2022-08-26 04:46:23","2022-08-26 07:02:53","136"
"","hi","neutral","2022-08-26 04:46:23","2022-08-26 07:02:54","136"
"","hi","neutral","2022-08-26 04:46:23","2022-08-26 07:02:54","136"
"","hi","neutral","2022-08-26 04:46:23","2022-08-26 07:02:54","136"
"","hi","neutral","2022-08-26 04:46:23","2022-08-26 07:02:54","136"
"","hi","neutral","2022-08-26 04:46:23","2022-08-26 07:02:58","136"
"","hi","neutral","2022-08-26 04:46:23","2022-08-26 07:02:58","136"
"","hi","neutral","2022-08-26 04:46:23","2022-08-26 07:02:58","136"
"","","neutral","2022-08-26 07:02:38","2022-08-29 04:54:02","4191"
"","","neutral","2022-08-26 07:02:38","2022-08-29 04:54:02","4191"
"","","neutral","2022-08-26 07:02:38","2022-09-01 10:04:24","8821"
"","","neutral","2022-08-26 07:02:38","2022-08-29 04:54:02","4191"
"","","neutral","2022-08-26 07:02:38","2022-08-29 04:54:02","4191"
"","","neutral","2022-08-26 07:02:38","2022-08-29 04:54:02","4191"
"","","neutral","2022-08-26 07:02:38","2022-08-29 04:54:02","4191"
"","","neutral","2022-08-26 07:02:38","2022-08-29 04:54:02","4191"
"","","neutral","2022-08-26 07:02:38","2022-08-29 04:54:02","4191"
"","","neutral","2022-08-26 07:02:38","2022-08-29 04:54:02","4191"
"","","neutral","2022-08-26 07:02:38","2022-08-29 04:54:02","4191"
"","","neutral","2022-08-26 07:02:38","2022-08-29 04:54:02","4191"
"","","neutral","2022-08-26 07:02:38","2022-08-29 04:54:02","4191"
"","","neutral","2022-08-26 07:02:38","2022-08-29 04:54:02","4191"
"","","neutral","2022-08-26 07:02:38","2022-08-29 04:54:02","4191"
"","","neutral","2022-08-26 07:02:38","2022-08-29 04:54:02","4191"
"","","neutral","2022-08-26 07:02:38","2022-08-29 04:54:02","4191"
"","","neutral","2022-08-26 07:02:38","2022-08-29 04:54:02","4191"
"","","neutral","2022-08-26 07:02:38","2022-08-29 04:54:02","4191"
"0","@santoshcpcs Nice Post","positive","2022-08-26 07:54:26","",""
"0","@santoshcpcs Nice Post","positive","2022-08-26 07:54:26","2022-08-29 04:54:02","4139"
"0","@santoshcpcs Nice Post","positive","2022-08-26 07:54:27","2022-08-29 04:54:02","4139"
"0","@santoshcpcs Nice Post","positive","2022-08-26 07:54:27","2022-08-29 04:54:02","4139"
"0","@santoshcpcs Nice Post","positive","2022-08-26 07:54:28","2022-08-29 04:54:02","4139"
"0","@santoshcpcs Nice Post","positive","2022-08-26 07:54:28","2022-08-29 04:54:02","4139"
"0","@santoshcpcs Nice Post","positive","2022-08-26 07:54:29","2022-08-29 04:54:02","4139"
"0","@santoshcpcs Nice Post","positive","2022-08-26 07:54:29","2022-08-29 04:54:02","4139"
"0","@santoshcpcs Nice Post","positive","2022-08-26 07:54:30","2022-08-29 04:54:02","4139"
"0","@santoshcpcs Nice Post","positive","2022-08-26 07:54:30","2022-08-29 04:54:02","4139"
"0","@santoshcpcs Nice Post","positive","2022-08-26 07:54:31","2022-08-29 04:54:02","4139"
"0","@santoshcpcs Nice Post","positive","2022-08-26 07:54:31","2022-08-29 04:54:02","4139"
"0","@santoshcpcs Nice Post","positive","2022-08-26 07:54:32","2022-08-29 04:54:02","4139"
"0","@santoshcpcs Nice Post","positive","2022-08-26 07:54:32","2022-08-29 04:54:02","4139"
"0","@santoshcpcs Nice Post","positive","2022-08-26 07:54:33","2022-08-29 04:54:02","4139"
"0","@santoshcpcs Nice Post","positive","2022-08-26 07:54:33","2022-08-29 04:54:02","4139"
"0","@santoshcpcs Nice Post","positive","2022-08-26 07:54:34","2022-08-29 04:54:02","4139"
"0","@santoshcpcs Nice Post","positive","2022-08-26 07:54:34","2022-08-29 04:54:02","4139"
"","Hi","neutral","2022-08-26 08:37:28","2022-09-01 05:33:43","8456"
"","Hi","neutral","2022-08-26 08:37:28","2022-08-29 04:54:02","4096"
"","Hi","neutral","2022-08-26 08:37:28","2022-08-29 04:54:02","4096"
"","Hi","neutral","2022-08-26 08:37:29","2022-08-29 04:54:02","4096"
"","Hi","neutral","2022-08-26 08:37:29","2022-08-29 04:54:02","4096"
"","Hi","neutral","2022-08-26 08:37:29","2022-08-29 04:54:02","4096"
"","Hi","neutral","2022-08-26 08:37:30","2022-08-29 04:54:02","4096"
"","Hi","neutral","2022-08-26 08:37:30","2022-08-29 04:54:02","4096"
"","Hi","neutral","2022-08-26 08:37:30","2022-08-29 04:54:02","4096"
"","Hi","neutral","2022-08-26 08:37:31","2022-08-29 04:54:02","4096"
"","Hi","neutral","2022-08-26 08:37:31","2022-08-29 04:54:02","4096"
"","Hi","neutral","2022-08-26 08:37:31","2022-08-29 04:54:02","4096"
"","Hi","neutral","2022-08-26 08:37:32","2022-08-29 04:54:02","4096"
"","Hi","neutral","2022-08-26 08:37:32","2022-08-29 04:54:02","4096"
"","Hi","neutral","2022-08-26 08:37:32","2022-08-29 04:54:02","4096"
"","Hi","neutral","2022-08-26 08:37:32","2022-08-29 07:11:40","4234"
"","Hi","neutral","2022-08-26 08:37:33","2022-08-29 04:54:02","4096"
"","Hi","neutral","2022-08-26 08:37:33","2022-08-30 07:03:08","5665"
"","Great Post","positive","2022-08-26 11:31:23","2022-08-29 04:54:02","3922"
"","Great Post","positive","2022-08-26 11:31:23","2022-08-29 04:54:02","3922"
"","Great Post","positive","2022-08-26 11:31:24","",""
"","Great Post","positive","2022-08-26 11:31:24","2022-08-29 04:54:02","3922"
"","Great Post","positive","2022-08-26 11:31:25","2022-08-29 04:54:02","3922"
"","Great Post","positive","2022-08-26 11:31:25","2022-08-29 04:54:02","3922"
"","Great Post","positive","2022-08-26 11:31:25","2022-08-29 04:54:02","3922"
"","Great Post","positive","2022-08-26 11:31:26","2022-08-29 04:54:02","3922"
"","Great Post","positive","2022-08-26 11:31:26","2022-08-29 04:54:02","3922"
"","Great Post","positive","2022-08-26 11:31:26","2022-08-29 04:54:02","3922"
"","Great Post","positive","2022-08-26 11:31:27","2022-08-29 04:54:02","3922"
"","Great Post","positive","2022-08-26 11:31:27","2022-08-29 04:54:02","3922"
"","Great Post","positive","2022-08-26 11:31:27","2022-08-29 04:54:02","3922"
"","Great Post","positive","2022-08-26 11:31:27","2022-08-29 04:54:02","3922"
"","Great Post","positive","2022-08-26 11:31:28","2022-08-29 04:54:02","3922"
"","Great Post","positive","2022-08-26 11:31:28","2022-08-29 04:54:02","3922"
"","Great Post","positive","2022-08-26 11:31:28","2022-08-29 04:54:02","3922"
"","Great Post","positive","2022-08-26 11:31:29","2022-08-29 07:11:40","4060"
"","Great Post","positive","2022-08-26 11:31:29","2022-08-29 04:54:02","3922"
"","","neutral","2022-08-26 07:02:38","2022-08-29 15:44:08","4841"
"","mocha","neutral","2022-07-21 16:05:20","2022-08-29 15:44:08","56138"
"","hey","neutral","2022-07-12 11:24:42","2022-08-29 15:44:09","69379"
"","Topic-28thFeb","neutral","2022-06-23 15:47:15","2022-08-29 15:44:10","96476"
"","time","neutral","2022-06-02 16:02:10","2022-08-29 15:44:10","126702"
"","hello","neutral","2022-05-31 12:05:35","2022-08-29 15:44:11","129818"
"","Topic-28thFeb","neutral","2022-05-09 16:03:43","2022-08-29 15:44:12","161260"
"","mocha","neutral","2022-04-18 16:33:51","2022-08-29 15:44:12","191470"
"","What kind of coffee do you like ?","neutral","2022-04-11 16:28:10","2022-08-29 15:44:13","201556"
"","heyy","neutral","2022-03-31 17:13:38","2022-08-29 15:44:14","217350"
"","work","neutral","2022-03-21 17:01:06","2022-08-29 15:44:14","231763"
"","what time","neutral","2022-03-21 16:10:31","2022-08-29 15:44:15","231813"
"","time","neutral","2022-03-03 17:06:57","2022-08-29 15:44:16","257677"
"","hello","neutral","2022-02-28 17:15:39","2022-08-29 15:44:17","261988"
"","time","neutral","2022-02-04 12:04:19","2022-08-29 15:44:17","296859"
"","Working hours","positive","2021-10-27 15:37:16","2022-09-01 10:04:37","444627"
"","25 Aug LAtest SMArtb...","neutral","2022-08-25 19:02:42","2022-08-29 15:44:18","5561"
"","smoke","neutral","2022-08-25 18:52:12","2022-08-29 15:44:19","5572"
"","testing","neutral","2022-08-18 17:32:58","2022-08-29 15:44:20","15731"
"","11","neutral","2022-08-11 15:44:45","2022-08-29 15:44:20","25919"
"","Hi","neutral","2022-08-11 08:23:06","",""
"","Nice Post","positive","2022-08-19 10:14:04","",""
"","Nice Post","positive","2022-08-25 08:10:09","",""
"","Great Post","positive","2022-08-26 11:31:11","",""
"0","@santoshcpcs Nice Post","positive","2022-08-26 07:54:15","",""
"0","Hi","neutral","2022-08-26 07:51:13","",""
"0","Have a great Wekkend","positive","2022-08-26 10:00:03","",""
"0","Sending this Message at 3:30","negative","2022-08-26 10:00:46","",""
"0","......","neutral","2022-08-26 10:12:20","",""
"0","RT @santoshcpcs: Posting for veriffication Edited https://t.co/UJa5KmsqCM","neutral","2022-09-01 05:18:20","",""
"0","RT @santoshcpcs: Posting for veriffication Edited https://t.co/UJa5KmsqCM","neutral","2022-09-01 05:18:20","2022-09-01 16:25:46","667"
"0","RT @santoshcpcs: Posting for veriffication Edited https://t.co/UJa5KmsqCM","neutral","2022-09-01 05:18:21","2022-09-01 16:25:46","667"
"0","RT @santoshcpcs: Posting for veriffication Edited https://t.co/UJa5KmsqCM","neutral","2022-09-01 05:18:21","2022-09-01 16:25:46","667"
"0","RT @santoshcpcs: Posting for veriffication Edited https://t.co/UJa5KmsqCM","neutral","2022-09-01 05:18:21","2022-09-01 16:25:46","667"
"0","RT @santoshcpcs: Posting for veriffication Edited https://t.co/UJa5KmsqCM","neutral","2022-09-01 05:18:22","2022-09-01 16:25:46","667"
"0","RT @santoshcpcs: Posting for veriffication Edited https://t.co/UJa5KmsqCM","neutral","2022-09-01 05:18:22","2022-09-01 16:25:46","667"
"0","RT @santoshcpcs: Posting for veriffication Edited https://t.co/UJa5KmsqCM","neutral","2022-09-01 05:18:22","2022-09-01 16:25:46","667"
"0","RT @santoshcpcs: Posting for veriffication Edited https://t.co/UJa5KmsqCM","neutral","2022-09-01 05:18:23","2022-09-01 16:25:46","667"
"0","RT @santoshcpcs: Posting for veriffication Edited https://t.co/UJa5KmsqCM","neutral","2022-09-01 05:18:23","2022-09-01 16:25:46","667"
"0","RT @santoshcpcs: Posting for veriffication Edited https://t.co/UJa5KmsqCM","neutral","2022-09-01 05:18:23","2022-09-01 16:25:46","667"
"0","RT @santoshcpcs: Posting for veriffication Edited https://t.co/UJa5KmsqCM","neutral","2022-09-01 05:18:23","2022-09-01 16:25:46","667"
"0","RT @santoshcpcs: Posting for veriffication Edited https://t.co/UJa5KmsqCM","neutral","2022-09-01 05:18:24","2022-09-01 16:25:46","667"
